Destiny Stevenson,ntodd@harris.com,"9433 Ashley Station
Taylorside, OH 22907",Puerto Rico,Lawrenceton,88368,769-29-6893,Tourist information centre manager,"Martin, Scott and Phelps","5604 Katherine Glen Suite 056
Lake Brittanymouth, NY 92541",New Zealand,New Kaitlin,12050,1997-11-01 05:26:03,(629)748-3678,"('BWP', 'Botswana pula')",6.25
Megan Jones,wguzman@wood.com,"37276 Salazar Glens Suite 187
North Henryland, SC 80563",Uganda,West Tyler,75296,588-91-8670,"Secretary, company",Porter Group,"340 Mark Skyway Apt. 932
Rushborough, IN 30259",Albania,Rogerschester,11352,2010-02-06 08:03:16,(066)422-4575x33350,"('RWF', 'Rwandan franc')",55.55555555555556
Stephanie Young,mahoneywilliam@graham.com,"PSC 7777, Box 3075
APO AA 01442",Kenya,Lake Elizabethchester,34655,772-17-7484,Network engineer,"Smith, Garner and Palmer","356 Madison Points Apt. 250
Port Danielshire, MA 19867",Czech Republic,East Ashleystad,05095,2000-11-06 02:31:38,+1-540-904-5103x0521,"('LTL', 'Lithuanian litas')",6.329113924050633
Jason Mosley,kristengonzalez@hotmail.com,"49188 Howard Ridge
West Jenniferside, AL 24777",Sao Tome and Principe,Frostport,33501,049-99-8308,"Scientist, research (maths)",Gardner-Salazar,"932 Green Common Suite 490
Paulland, WI 78781",Macedonia,Christopherside,93824,2003-05-06 14:46:49,(539)266-3319x2355,"('BRL', 'Brazilian real')",8.064516129032258
Catherine Jones,ocantu@leon.biz,"181 Billy Extensions
East Claudiamouth, IL 27820",Belgium,Stevenland,89511,175-42-9531,"Education officer, museum","Li, Spencer and Price","Unit 0995 Box 8542
DPO AA 16990",Sri Lanka,Dylanmouth,52196,2017-05-27 04:23:35,001-069-131-9778,"('MNT', 'Mongolian tugrik')",31.25
Lawrence Sanders,jodi84@gmail.com,"088 Bean Streets
New Amandaberg, NE 13128",British Indian Ocean Territory (Chagos Archipelago),West Mary,98285,054-63-2371,"Radiographer, diagnostic","Evans, Olson and Pineda","9565 Jimmy Square
West Emilyview, LA 44286",Austria,Murphychester,38601,1984-02-28 10:18:50,+1-841-052-4961x827,"('NIS', 'Israeli new shekel')",6.8493150684931505
Adam Landry,lkrause@santiago-hicks.com,"61404 Curry Passage Suite 672
Lake Taylor, VA 63827",Palestinian Territory,Johnville,43473,056-91-6105,Higher education lecturer,Davis-Beasley,"49705 Donna Glen
North Karenville, MI 23272",Guinea,Moodyview,68718,1985-05-16 00:11:47,(720)637-0351x392,"('TWD', 'New Taiwan dollar')",250.0
Robert Morris,gary41@yahoo.com,"934 Bradley Land Suite 479
Garrettbury, WV 22838",Belgium,New Gabriel,68998,384-95-5618,Clinical research associate,Marsh-Diaz,"774 John Squares
Pearsonport, CA 81437",British Indian Ocean Territory (Chagos Archipelago),Greenefurt,34629,1984-07-06 21:38:07,001-571-489-8059x1238,"('CUP', 'Cuban peso')",31.25
Lauren Murphy,anthony65@sanchez.com,"01056 Colleen Circles
South Michelleton, OH 23407",Belgium,Michaelville,39013,651-78-3741,Commercial/residential surveyor,"Richardson, Goodwin and Wilson","32160 Jones Lock
New Tylerburgh, CO 66020",Singapore,Coleview,55940,1984-06-29 00:06:55,579.327.2467x89823,"('JOD', 'Jordanian dinar')",15.151515151515152
James Choi,uanderson@hotmail.com,"908 Michelle Port Suite 009
Natashafort, DE 37946",Malawi,New Barbara,66616,050-23-6357,Geoscientist,"Hebert, Lee and Garcia","PSC 8127, Box 0945
APO AA 07711",Gambia,Fisherbury,50081,2007-01-22 08:32:58,001-938-499-7993x6258,"('SOS', 'Somali shilling')",8.771929824561404
Heather Oneal,natalie75@gmail.com,"7326 Bryant Forest Apt. 353
Sparkschester, AK 08641",Seychelles,West Tristan,06998,119-60-4526,Holiday representative,Miller-Williams,"47280 Jessica Shore
East Seanhaven, CA 59342",Mauritius,Lake Michelle,03264,2018-09-18 10:33:23,(789)781-1726,"('USD', 'United States dollar')",23.80952380952381
Helen Johnson,gelliott@hall.net,"USCGC Torres
FPO AA 21163",Bosnia and Herzegovina,Michaelfurt,37059,680-48-0894,Chemical engineer,Lee Ltd,"893 Freeman Ranch Apt. 837
South Matthewhaven, MN 09259",Sudan,Makaylafurt,55267,2009-05-31 22:33:33,+1-385-517-9831x00522,"('CVE', 'Cape Verdean escudo')",7.936507936507937
Ryan Benitez,ihayes@yahoo.com,"2162 Yoder Shoals
Keyville, VT 73327",Ethiopia,South Travistown,94194,038-60-3228,Microbiologist,Dawson Inc,"63080 Hannah Burg
Darinport, OH 83877",Timor-Leste,Johnsonville,30687,1987-06-30 19:21:29,001-392-511-0973x2790,"('SCR', 'Seychellois rupee')",7.462686567164179
Paul Chen,phillipstina@hotmail.com,"31403 Elizabeth Light Apt. 817
South Amyshire, MI 78309",Cuba,Taraland,38963,072-09-1869,Estate manager/land agent,Johnson Inc,"446 Andrea Underpass Suite 582
Lake Holly, ID 46123",Myanmar,Jamesland,88445,2003-11-27 12:07:29,6810613144,"('BZD', 'Belize dollar')",5.208333333333333
Wanda Dean,allisonvaughan@price.com,"161 Moreno Lights Suite 704
Christopherborough, VT 94610",San Marino,Lake Morganburgh,27995,226-44-7164,"Engineer, biomedical",Thomas-Riley,"74090 Kristi Throughway Suite 612
Katelynbury, NM 77837",Isle of Man,Burkefort,29696,1990-04-17 17:00:39,+1-250-610-2910,"('HUF', 'Hungarian forint')",12.820512820512821
Collin Carlson,heather22@watson-miller.com,"11674 Bush Cliffs Suite 811
Carterton, CA 73108",Benin,East Allen,73277,130-08-3557,"Journalist, magazine","James, Bradshaw and Bennett","775 Pena Mountains
Mitchellmouth, UT 73342",New Caledonia,Jamesbury,69225,2014-06-13 10:02:00,272-409-7198,"('JEP', 'Jersey pound')",50.0
Wanda Johnson,ostephenson@gmail.com,"Unit 1363 Box 0647
DPO AA 45966",Liechtenstein,Davidview,94900,059-65-3339,Garment/textile technologist,Dorsey PLC,"705 Cheryl Lock
Blairville, MT 43355",Botswana,Meyershire,69307,1989-05-01 00:56:59,001-749-782-4647x199,"('BWP', 'Botswana pula')",8.928571428571429
Sandra Hernandez,nramirez@gmail.com,"50301 Butler Turnpike
Andersonfurt, NE 61337",Central African Republic,Lake Elizabethberg,54124,602-86-2659,Financial risk analyst,Colon LLC,"972 Peck Bypass Apt. 407
West Joseph, WY 48271",Palau,West Sharonshire,63688,1984-12-23 05:06:30,+1-080-636-1898,"('XCD', 'Eastern Caribbean dollar')",5.4945054945054945
Erica Kelly,yjohnson@yahoo.com,"32374 Anthony Keys Apt. 595
West Christopher, MS 38879",Thailand,New Lauratown,20895,499-18-4425,"Psychologist, educational",Hoffman-Burton,"776 Angelica Avenue
Michaelchester, WA 38731",Gabon,Stevenberg,11669,2016-06-27 15:43:36,410-615-8890,"('KYD', 'Cayman Islands dollar')",6.756756756756757
Shane Martin,randolphjennifer@evans-khan.info,"1605 Larson Summit
Rachelville, SD 39550",Pitcairn Islands,Sarahfurt,27944,848-91-0366,Cytogeneticist,Hopkins Inc,"3045 Cummings Vista
New Dennis, MA 72341",Dominican Republic,West Samanthaborough,82216,1987-03-21 20:07:18,645-422-4424x423,"('KPW', 'North Korean won')",9.615384615384615
Susan Young,tlee@yahoo.com,"3417 Heather Mountains
Tiffanymouth, LA 40798",Heard Island and McDonald Islands,West Crystal,62504,216-03-9789,Biomedical scientist,Ramirez PLC,"33183 Becky Key
Terryborough, CT 92506",Albania,East David,06975,2006-12-07 17:27:46,+1-581-153-8283x001,"('GHS', 'Ghanaian cedi')",11.363636363636363
Stacie Yates,jordanwatson@roth.com,"Unit 3862 Box 4008
DPO AP 83066",Nauru,Andersonborough,74489,474-13-7609,Counselling psychologist,Johnson-Cummings,"52376 Luna Skyway Apt. 229
Coreyborough, MI 97448",Maldives,North Christopher,61871,1991-09-12 08:02:01,652-962-7314x6226,"('AWG', 'Aruban florin')",7.042253521126761
Mrs. Michelle Sharp DVM,rogersmichael@cannon-castillo.info,"3624 Samuel Fall
North Benjamin, WA 25709",Tajikistan,Youngview,87536,385-74-7289,Air cabin crew,Gonzalez-Stevens,"1661 Scott Path
New Jacquelineview, MO 98120",France,Vincentside,34180,2004-05-20 15:40:25,414-267-3729,"('SBD', 'Solomon Islands dollar')",25.0
Lisa Harris,tgraham@gomez.org,"73840 Williams Spur
East Benjamin, NJ 33198",Eritrea,East Karlaburgh,77963,304-08-2559,Corporate investment banker,"Stark, Cook and Rios","26435 Berger Crest
South Melissa, KS 05422",Congo,Sandersshire,52707,1976-08-13 05:17:17,(278)660-0789x98246,"('MXN', 'Mexican peso')",5.2631578947368425
Andrew Schmidt,dalemckenzie@yahoo.com,"0154 Ward Island
Port Michellestad, DE 33582",Tonga,Guerrerofurt,12873,140-44-8904,"Optician, dispensing","Evans, Cortez and Ramirez","033 Donovan Road Suite 486
West Danielmouth, MI 22689",Guyana,Lewisland,51930,1981-01-15 19:13:55,(336)829-8338x7252,"('BRL', 'Brazilian real')",22.727272727272727
Justin Miller,cowankristen@johnson.org,"5011 Lyons Terrace
Robinside, MT 62170",Jamaica,East Jacobview,36325,591-13-4270,Air broker,"Burns, Martin and Delacruz","15777 Montgomery Isle
New Cynthia, TN 86595",Solomon Islands,Hensleybury,20907,1990-09-29 16:24:39,001-583-525-9762x5826,"('CUC', 'Cuban convertible peso')",50.0
James Brewer,jill12@yahoo.com,"199 Wise Loaf Apt. 652
Hillview, FL 06225",Guadeloupe,Davidsonside,89225,576-75-3952,Chartered certified accountant,"Rodriguez, Ryan and Clements","PSC 3227, Box 8647
APO AE 53336",Libyan Arab Jamahiriya,East Lindsey,71315,1971-03-03 12:06:14,128-734-2865,"('GNF', 'Guinean franc')",500.0
Lisa Becker,ruth31@moses-mitchell.net,"12797 Samuel Ridges
Lake Emily, AR 25093",Japan,New Gregory,41937,898-80-9617,Health service manager,Miller-Nelson,"806 Cook Avenue Suite 435
South Melissamouth, VT 08794",Latvia,Scottville,37939,1975-10-13 00:07:31,(337)851-9626x522,"('CUP', 'Cuban peso')",26.31578947368421
Eric Spears,bootherin@hernandez.net,"105 Sparks Roads
Sharitown, KY 20857",Thailand,Gillland,94825,005-39-6694,Financial controller,Reid and Sons,"150 Gabrielle Overpass Apt. 919
West David, HI 18666",Jersey,Port Anna,40539,2001-04-11 01:33:47,2145987359,"('GBP', 'Pound sterling')",33.333333333333336
Kelly Fry,benjaminclarke@henderson-werner.com,"USCGC Pratt
FPO AA 58367",Aruba,New Anneborough,83004,709-73-1523,Office manager,"Moore, Brown and Chavez","089 Morton Coves Suite 524
Youngburgh, WA 07403",Jordan,Amandaland,04135,1978-11-15 21:55:58,+1-948-406-3879,"('BDT', 'Bangladeshi taka')",31.25
Crystal Andrade,robinsonstephanie@harrison-dickson.com,"35149 Tammy Union
Lake Jeffery, NE 13190",Luxembourg,South Johnnyland,71616,519-60-5513,"Psychologist, counselling",Mitchell-Kelley,"778 Andrew Pine
North Jenniferburgh, OR 73477",Botswana,East Emilychester,64470,2013-07-13 13:08:31,522-745-7837x78981,"('TJS', 'Tajikistani somoni')",7.142857142857143
Bradley Vazquez,mary11@espinoza-kidd.org,"69780 Browning Flats Suite 634
Dominguezbury, OR 64211",Kuwait,Christopherton,90724,419-03-8916,Optometrist,"Mcdonald, Collins and Sullivan","615 Gutierrez Inlet
West Connormouth, WA 59148",Libyan Arab Jamahiriya,Reneeport,09344,1994-12-06 17:42:49,+1-960-209-3384,"('BBD', 'Barbadian dollar')",6.578947368421052
Rhonda Robinson,nicolemoore@yahoo.com,"23054 John Loop
Johnsonstad, NE 19522",Algeria,East Amandaview,28844,029-67-6359,"Pilot, airline","Perry, Rogers and Anderson","73677 Ronnie Glens
East Adam, NY 79609",Wallis and Futuna,Lake Denise,17532,1986-07-26 08:47:32,001-872-446-2584x740,"('XAF', 'Central African CFA franc')",9.615384615384615
Rita Savage DDS,stacyferguson@hotmail.com,"264 Martinez Crossing Apt. 281
East Shannon, VA 14691",British Indian Ocean Territory (Chagos Archipelago),East Thomas,82679,021-27-4947,Dance movement psychotherapist,Nichols-Wilson,"0491 Johnson Spurs
South Lindseyberg, MO 76955",Sri Lanka,Cindyport,98732,1993-06-27 17:09:38,047-440-1985,"('CUC', 'Cuban convertible peso')",20.0
Zachary Hall,eric45@yahoo.com,"895 Samuel Burgs
Edwardfort, WI 14105",Mongolia,Obrienfurt,37737,735-56-7194,Oceanographer,Lee and Sons,"63977 Jeffrey Estate Apt. 464
Williamsview, CT 49114",Cameroon,Frostview,74263,2014-10-18 05:23:59,676-027-3153,"('NZD', 'New Zealand dollar')",6.578947368421052
Leslie Buchanan,carrie67@yahoo.com,"445 Kristin Estate Suite 485
Zacharyburgh, WV 81396",Ethiopia,East Kylieborough,41982,839-74-1785,Medical sales representative,"Lang, Flores and Baker","0734 Micheal Circle Suite 633
Cookmouth, ID 14928",Uzbekistan,North Mollychester,44156,1973-02-11 06:34:14,001-179-954-2646x723,"('HUF', 'Hungarian forint')",5.376344086021505
Greg Harvey,shannon04@roth.com,"766 Brown Square Apt. 180
East Michael, WA 63361",Norfolk Island,Justinton,42603,822-77-1628,Warden/ranger,Marquez Ltd,"57372 Mark Trail
Lake Stephanieton, ID 42106",Comoros,New Taraport,27149,2010-09-12 00:39:51,001-877-626-5472x96283,"('LYD', 'Libyan dinar')",6.329113924050633
Tiffany Garcia,dbrock@case.net,"PSC 4920, Box 8853
APO AP 90737",Wallis and Futuna,Port Jeffreyshire,34897,808-36-6583,Equities trader,Williams-Rangel,"8915 Reese Valley
Annaberg, NV 63804",Croatia,West Bradland,58097,2013-03-23 07:19:16,+1-698-367-2547,"('BDT', 'Bangladeshi taka')",6.4935064935064934
Sarah Hoover,qhubbard@vincent.com,"333 Nicholson Run Suite 403
Victoriabury, NC 49587",China,Jameshaven,92857,471-82-9575,Ergonomist,"Chapman, Thomas and Mullins","43544 Benton Skyway
Kinghaven, NC 84824",Australia,New Johnburgh,60737,1972-09-11 14:22:38,351-382-3645,"('KES', 'Kenyan shilling')",14.285714285714286
Kristina Bailey,russell44@gmail.com,"181 Carpenter Bridge Apt. 101
Josephchester, WI 07548",New Caledonia,Jenningshaven,23173,833-65-9956,Housing manager/officer,Gallegos PLC,"1059 Williams Key
Dunnhaven, TN 65733",United States Virgin Islands,Lake Renee,96687,1993-08-08 23:13:08,(397)863-1358x3800,"('JEP', 'Jersey pound')",8.064516129032258
Mark Adams,annerandall@arroyo.com,"278 Nichole Squares Suite 601
Erikachester, VA 15110",Mozambique,Lisafurt,74739,308-70-1357,Civil Service administrator,Burke-Rowland,"6724 Villegas Curve Apt. 131
New Matthew, DC 04383",Albania,Jasonton,65733,1976-09-12 07:48:06,(667)592-1864,"('SHP', 'Saint Helena pound')",6.097560975609756
Daniel Howard,tiffany69@cook.com,"37880 Wade Forest Apt. 250
Brandonfort, AL 53021",Bermuda,Devinside,28042,597-97-2632,Health physicist,Pope-Robertson,"Unit 6309 Box 3430
DPO AA 11802",Pakistan,Davidsonburgh,71769,2004-06-15 12:13:11,(302)415-4058x6683,"('KES', 'Kenyan shilling')",125.0
Jamie Smith,gmoss@yahoo.com,"23030 Le Throughway Apt. 609
Lake Robertview, AL 43249",Montserrat,Peterview,35477,404-26-3580,Photographer,Nelson Inc,"68970 Angela Landing
Allenland, CT 27624",Samoa,North Michael,32676,1989-08-15 12:32:38,+1-430-406-8916x3648,"('XCD', 'Eastern Caribbean dollar')",7.246376811594203
Heather Garner,ayoung@hotmail.com,"7625 Diaz Fork Apt. 098
Sanchezburgh, NE 10029",Jersey,Millershire,18985,520-22-8570,Energy engineer,"Ray, Jones and Nguyen","PSC 8164, Box 7764
APO AP 39892",Saint Lucia,Vaughnfurt,41232,2000-12-05 06:00:20,(283)792-2702x329,"('SZL', 'Swazi lilangeni')",13.88888888888889
Christopher Walker,zzuniga@franklin.com,"7699 Lee Isle Apt. 616
North Gwendolyn, DE 11204",Netherlands Antilles,Evanburgh,83523,777-89-0773,Quality manager,Jackson-Paul,"00764 Donna Walks
Smithland, MI 56565",Croatia,Briannaland,65914,1980-12-04 16:44:42,(528)074-4281x26086,"('GEL', 'Georgian lari')",11.627906976744185
Elizabeth Harvey,katiebaker@yahoo.com,"PSC 9967, Box 9472
APO AE 37202",Timor-Leste,Lake Michael,45637,348-81-5429,"Optician, dispensing",Thomas Group,"923 Mueller Trail
Figueroaside, ND 63307",Equatorial Guinea,Kathyland,82898,1989-06-28 01:13:41,(521)454-0756,"('WST', 'Samoan tālā')",125.0
Matthew Solis,karen54@jackson-herring.biz,"7818 Valerie Alley
North Raymond, AK 52173",Estonia,Westborough,53159,628-52-4618,"Horticulturist, commercial",Bird Inc,"5701 John Divide
Adrianberg, MT 22427",Yemen,New Luisview,04498,2000-09-07 13:03:41,(844)962-4613,"('KMF', 'Comorian franc')",13.157894736842104
Julie Barnes,harmonlisa@gmail.com,"1653 Walter Ports Apt. 391
New Tony, VT 36470",Saudi Arabia,Levitown,14846,879-87-0022,"Librarian, academic",Avila-Cherry,"25094 Arnold Trail Suite 497
West Meaganberg, AK 95105",Latvia,Perryfurt,95325,1983-02-19 11:36:21,360.550.9693,"('CAD', 'Canadian dollar')",6.172839506172839
Justin Clayton,elijah03@hotmail.com,"41114 Thomas Fords Suite 478
North Luke, MO 76538",Tajikistan,East Rachael,47193,111-72-1133,Corporate investment banker,Watson LLC,"178 Tyler Glens Suite 665
New Stephenmouth, AR 17767",Cyprus,Port Tiffany,22465,2000-01-12 07:54:58,422-197-5860x797,"('DJF', 'Djiboutian franc')",9.615384615384615
Robert Cuevas,angela69@hotmail.com,"07087 Timothy Turnpike Apt. 430
Smithbury, WY 77071",British Indian Ocean Territory (Chagos Archipelago),Youngberg,24496,443-77-1826,Adult guidance worker,Diaz-Yates,"PSC 9678, Box 2868
APO AE 23964",Malawi,Carpenterburgh,44902,2004-01-21 09:27:55,688-850-9988x906,"('VEF', 'Venezuelan bolívar')",19.23076923076923
Ashley Turner,kelsey45@hotmail.com,"901 Jones Wall Suite 771
New Nicoleport, MI 07156",Antigua and Barbuda,Hudsonside,20368,735-50-4892,"Therapist, art",Fields-Reid,"8741 Katelyn Course
Huntermouth, NY 13078",Holy See (Vatican City State),Port Christy,59589,2011-04-27 15:06:03,+1-374-813-3346x35235,"('RUB', 'Russian ruble')",8.928571428571429
Chelsea Thomas,riveratony@gmail.com,"178 Justin Shoals Suite 069
West Mark, MT 41565",Kuwait,Myersburgh,11662,698-66-8798,Recycling officer,"Pena, Norris and Stevens","580 Ann Corner
Port Kaitlin, TN 16181",Tuvalu,Beardfurt,11583,2004-05-06 00:07:46,+1-544-607-5628x450,"('TOP', 'Tongan paʻanga')",5.9523809523809526
Jeremy Nguyen,ajenkins@gmail.com,"7908 Smith Stream
Andreashire, WI 04416",Isle of Man,East Rogerfort,08994,294-86-5495,Set designer,"Bennett, Rivers and Santos","07904 Barbara Forks Suite 358
Brianside, IN 36707",Benin,Christopherport,98083,1998-01-08 16:38:35,956.141.6033x934,"('RUB', 'Russian ruble')",13.157894736842104
Ronald Soto,duncandaniel@hotmail.com,"5114 Brown Falls
Colemouth, IL 63553",Brunei Darussalam,Lake Adam,31130,201-53-6090,Exhibition designer,Morrison Inc,"334 Robert Center
Gregorymouth, DE 96037",Tonga,South Chadmouth,75641,1979-05-10 08:58:36,373-680-9702x73815,"('SRD', 'Surinamese dollar')",17.24137931034483
Sara Allen,benjamin63@gmail.com,"7099 Gregory Cape
West Kyle, NE 71791",Gambia,Lake Jenniferfort,54197,110-81-5658,"Lecturer, further education","Harris, Long and Kim","740 Rivas Vista Apt. 354
Davisshire, NJ 59798",Bouvet Island (Bouvetoya),North Nicholas,70357,1975-04-25 21:55:31,(635)573-1318x1528,"('MNT', 'Mongolian tugrik')",5.05050505050505
Alexander Bennett,ykelley@rodriguez.org,"335 Santos Drives Suite 047
North Stanleymouth, IL 08343",Andorra,Nicholashaven,72069,200-73-2897,Call centre manager,"Beck, Gay and Williams","86924 Holt Creek
Gilmoreville, DE 20136",Saint Kitts and Nevis,Port Michael,77182,2008-11-05 21:09:11,365-792-4782x47012,"('SBD', 'Solomon Islands dollar')",31.25
Norman Davis,courtney34@jordan-rollins.com,"34207 Charles Lodge Apt. 027
New Nicholasfurt, CA 48560",Botswana,Jesushaven,62506,400-12-7155,"Accountant, chartered management","Taylor, Anderson and Bell","9718 Tina Fort
Lake Benjamin, IN 92540",Egypt,Gomezstad,21472,2017-01-15 08:29:35,387.681.3121,"('FKP', 'Falkland Islands pound')",38.46153846153846
Alejandro Larsen,harrisonwilliam@baird-miller.net,"00515 Linda Dale
East Emilybury, MN 75509",Lebanon,South Lorettaland,59430,865-86-6358,Ceramics designer,"Lee, Williams and Powers","Unit 3776 Box 1975
DPO AA 56300",Bosnia and Herzegovina,New Ricky,80420,1986-08-03 21:13:05,001-916-468-4454,"('NPR', 'Nepalese rupee')",5.9523809523809526
Mary Callahan,amanda24@hotmail.com,"53570 Whitney Turnpike Suite 111
Santosside, IL 77382",Cook Islands,Brownborough,04531,868-07-0852,"Biochemist, clinical",Hernandez-Meyers,"3741 Garcia Greens
New Chadbury, IA 75393",Libyan Arab Jamahiriya,Lake Marcushaven,98891,2005-01-14 07:55:10,669-978-3945,"('PHP', 'Philippine peso')",6.097560975609756
Priscilla Moore,loretta58@spence.com,"0084 Stephanie Bridge Apt. 639
North Brandonville, TX 82047",Belize,Lake Laurieside,80438,798-98-5641,"Engineer, technical sales","Mcguire, Hernandez and Lee","6644 Carla Rapid Apt. 375
Jonesmouth, MD 79470",Panama,New Sandraview,85884,2013-11-06 11:15:54,+1-779-649-4295x0992,"('KES', 'Kenyan shilling')",13.157894736842104
Glenn Dickerson,patricia01@murray.info,"079 Brock Pines
South Jessicafurt, GA 16884",Andorra,West Anne,73594,554-32-5143,Medical secretary,"Thompson, Webb and Wilson","906 Moon Meadows
West Dustinhaven, NY 35748",Nepal,Lake Lauren,18091,2016-07-19 19:04:47,+1-751-706-6927x19396,"('ISK', 'Icelandic króna')",8.771929824561404
Luis Moore,olsonchristopher@robinson.net,"08032 Golden Springs Apt. 377
North Richard, DC 97279",South Georgia and the South Sandwich Islands,Williamsberg,63074,097-63-8100,"Engineer, biomedical","Santos, Moore and Murray","7438 Samuel Run Suite 743
Lake Jennifer, IN 38027",French Southern Territories,Port Carlosville,81536,2017-02-09 22:08:26,+1-236-935-9646,"('TND', 'Tunisian dinar')",100.0
Leslie Patterson,donald36@mullins-porter.com,"PSC 6757, Box 1813
APO AP 80805",Chile,East Tammyport,56293,889-11-5811,Commercial horticulturist,Castaneda-Hurley,"016 Annette Meadows Suite 115
Michaelfort, AL 72647",Qatar,Rogersland,06757,2000-06-07 14:05:52,+1-398-347-8370x42870,"('PEN', 'Peruvian sol')",100.0
Colleen Anderson,rodriguezderek@moreno-gray.com,"030 Chapman Villages Suite 444
West Tina, RI 00562",Solomon Islands,Lake Kathrynhaven,41195,371-93-2018,Secondary school teacher,"Salas, Duke and Osborne","194 Daniel Pine Suite 555
Port Jamesstad, CT 37644",Senegal,Jamesburgh,81840,1974-09-17 18:16:18,+1-996-446-9066x9728,"('KYD', 'Cayman Islands dollar')",14.285714285714286
Mary Hahn,andreamorrison@gregory-wallace.com,"621 Laura Fields
Wisechester, FL 78348",Iceland,Figueroaberg,22818,034-70-8868,Primary school teacher,Wright-Evans,"06695 Gary Ports
Randyside, NE 72754",Kazakhstan,Port Derekmouth,51749,1990-01-20 23:15:06,(233)391-6591x597,"('MDL', 'Moldovan leu')",38.46153846153846
Alexandria Klein,roberthale@gmail.com,"2167 Laura Road
North Lisaport, HI 25897",Aruba,West Kimberly,29858,263-82-1039,Merchant navy officer,"Duncan, Lam and Cox","65784 Gregory Pass Suite 217
Brandonborough, AZ 63247",Chad,Greeneland,27490,2016-02-14 02:40:54,+1-554-525-8715x45646,"('TZS', 'Tanzanian shilling')",9.615384615384615
Jennifer Cantrell,aliciarobinson@gmail.com,"9882 Carter Lights
East Brandy, AL 67840",Belgium,Lake Alexander,08647,743-78-8816,Sales promotion account executive,"Ferguson, Griffith and Sharp","PSC 8102, Box 8696
APO AE 01449",Croatia,Wardport,84830,1978-04-02 02:32:47,+1-777-833-1241x35720,"('SYP', 'Syrian pound')",9.803921568627452
James Booker,ppatrick@yahoo.com,"00620 Ward Motorway Apt. 848
Jaredton, VT 29907",Argentina,South Gregoryview,38619,516-86-3631,Risk manager,Douglas Inc,"582 Randy Place
Fernandezland, OH 27487",Congo,New Megan,29491,1997-09-28 09:20:46,001-254-446-4528x5664,"('BYR', 'Belarusian ruble')",250.0
Dustin Skinner,tsmith@collins.com,"2239 Brooke Island
New Bethany, TN 41148",Jersey,West Barbara,38359,219-58-7504,Medical sales representative,Stewart-Robinson,"755 Hunter Plaza
East Tracy, OR 73070",Nigeria,Aliciaport,40824,2013-01-17 15:44:37,717-220-3164,"('XOF', 'West African CFA franc')",5.376344086021505
Anna Wade,blake23@gmail.com,"4628 Hall Dale
Port Stephanieshire, NC 39826",Slovenia,Katelynmouth,13600,574-53-9693,Armed forces logistics/support/administrative officer,Walker PLC,"6239 Duncan Plaza Apt. 529
West Alexander, KY 42224",Lao People's Democratic Republic,Hawkinsmouth,05943,1986-11-15 16:22:34,001-772-723-5554x7881,"('PHP', 'Philippine peso')",9.433962264150944
Alicia Hines,marshallcaitlyn@keller.com,"Unit 5354 Box 3203
DPO AA 66059",Namibia,Chadfurt,68080,043-71-7764,Corporate investment banker,Scott Ltd,"333 John Streets Apt. 967
Lake Laurastad, OK 31039",United States of America,South Gary,51647,1974-09-23 03:40:25,001-201-843-5439,"('UYU', 'Uruguayan peso')",7.936507936507937
Christian Wright II,thomas90@yahoo.com,"60479 Chelsea Mount
Thompsonborough, OR 28096",United Kingdom,East Jasonchester,50093,617-87-5287,Professor Emeritus,Cantrell LLC,"7319 May Corner Apt. 128
West Michael, MS 19619",Saudi Arabia,North Erin,74920,2011-07-30 16:10:49,(187)939-6559x256,"('CZK', 'Czech koruna')",12.195121951219512
Jillian Adams,melaniejackson@hotmail.com,"7918 John Flat
Nathanshire, AR 03233",Libyan Arab Jamahiriya,Davidport,45923,273-05-8178,"Engineer, materials","Caldwell, Walker and Gonzalez","267 Craig Court Apt. 556
Lake Chelsea, IN 00655",Congo,South Cheyenne,54728,1991-03-11 15:08:40,+1-691-636-4066x07992,"('MGA', 'Malagasy ariar')",10.869565217391305
Stephanie Collins,jeremy63@gmail.com,"1878 Little Ramp
Tinashire, UT 80171",Serbia,New Warrenport,25438,185-49-1660,Chief Technology Officer,"Clark, Villegas and Simmons","5936 Briggs Shores
East Ericland, WY 33574",Hong Kong,Kimberlychester,80746,1984-03-03 16:21:23,001-426-248-7476,"('AZN', 'Azerbaijani manat')",5.434782608695652
Brittney Bryant,waguilar@hotmail.com,"9366 Daniel Ports Apt. 481
Johnsonside, DE 43248",Korea,Danielland,43770,238-75-7530,Public house manager,Lewis-Fuentes,"PSC 5769, Box 8218
APO AP 68448",Gambia,East Laura,42750,2018-03-27 16:09:22,001-624-585-9413x46975,"('PKR', 'Pakistani rupee')",8.928571428571429
Dean Everett,xmcdaniel@yahoo.com,"6927 Dalton Streets
Jermainetown, SC 90277",Tanzania,Wilsonview,44002,113-09-0344,Seismic interpreter,Taylor-Charles,"898 Brianna Meadow
East Nancyville, MA 48090",Maldives,Lake Richardborough,93638,1996-01-03 14:51:27,939.665.8524x43715,"('BOB', 'Bolivian boliviano')",100.0
Justin Brown,brenda53@yahoo.com,"89776 Smith Green Suite 620
Dawnview, KS 44174",Mexico,Kellytown,23427,164-39-2931,Theatre manager,Best-Smith,"41424 Denise Bridge Suite 209
Bauerport, AL 33417",Panama,West Raymond,96783,1993-05-15 02:40:40,+1-368-661-3271x454,"('AED', 'United Arab Emirates dirham')",9.090909090909092
